,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
1200,Data Center Migration PMO Analyst/PMO Lead,$50K-$93K (Glassdoor est.),Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1
1201,Data Analyst / Tableau Developer,$37K-$68K (Glassdoor est.),"Technocrafts, Inc.
3.9","San Antonio, TX",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1202,Data Analyst,$37K-$68K (Glassdoor est.),"Ionidea
3.4","San Antonio, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1203,Data Analyst,$37K-$68K (Glassdoor est.),"CYNET SYSTEMS
4.0","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1204,Data Analyst,$37K-$68K (Glassdoor est.),"Integrated Resources
3.1","San Antonio, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
1205,Data Analyst I,$37K-$68K (Glassdoor est.),"Deacon Recruiting
3.0","San Antonio, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1206,Data Reporting Analyst,$37K-$68K (Glassdoor est.),"Indotronix International Corporation
3.9","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1207,Data Analyst,$37K-$68K (Glassdoor est.),"Diverse Lynx
3.9","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1208,Data Analyst,$37K-$68K (Glassdoor est.),"Huntington Ingalls Industries
3.7","San Antonio, TX",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1209,Marketing & Data Analyst,$37K-$68K (Glassdoor est.),"Principle Auto
4.1","San Antonio, TX",501 to 1000 employees,Company - Private,Vehicle Dealers,Retail
1210,Data Analyst,$37K-$68K (Glassdoor est.),"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",501 to 1000 employees,Company - Private,Consulting,Business Services
1211,Data Reporting Analyst,$37K-$68K (Glassdoor est.),"Vantage Bank Texas
3.4","San Antonio, TX",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance
1212,"Data & Reporting Analyst, Distribution Planning & Operations",$37K-$68K (Glassdoor est.),"H E B
4.3","San Antonio, TX",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail
1213,Data Analyst,$37K-$68K (Glassdoor est.),"Vinsari
2.5","San Antonio, TX",51 to 200 employees,Other Organization,-1,-1
1214,Epidemiologist - Data Analyst,$37K-$68K (Glassdoor est.),"CICONIX, LLC
4.0","San Antonio, TX",1 to 50 employees,Company - Private,Federal Agencies,Government
1215,Contract Data Analyst,$37K-$68K (Glassdoor est.),"Amyx, Iinc.","San Antonio, TX",-1,-1,-1,-1
1216,Epidemiology Data Analyst,$37K-$68K (Glassdoor est.),"NJVC
2.8","San Antonio, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1217,Data Business Solutions Analyst,$37K-$68K (Glassdoor est.),"Randstad
3.7","San Antonio, TX",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1218,Data Analyst,$37K-$68K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","San Antonio, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1219,Risk Data Analyst,$37K-$68K (Glassdoor est.),"Deacon Recruiting
3.0","San Antonio, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1220,Contract Data Analyst,$37K-$68K (Glassdoor est.),"Amyx, Inc.
4.0","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1221,Senior Data Analyst,$37K-$68K (Glassdoor est.),"Scaleworks
4.5","San Antonio, TX",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1222,Senior Data Analyst,$37K-$68K (Glassdoor est.),"HCL Technologies Ltd.
3.5","San Antonio, TX",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology
1223,Data Analyst,$37K-$68K (Glassdoor est.),"CDO Technologies Inc
3.3","San Antonio, TX",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology
1224,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",$37K-$68K (Glassdoor est.),Cherokee Federal,"San Antonio, TX",1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
1225,Senior Data Analyst,$37K-$68K (Glassdoor est.),"Kforce
4.1","San Antonio, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1226,Senior Data Science Analyst,$37K-$68K (Glassdoor est.),"PETCO
2.9","San Antonio, TX",10000+ employees,Company - Private,Pet & Pet Supplies Stores,Retail
1227,"Data Analyst ( SAS,SQL)",$37K-$68K (Glassdoor est.),"eTeam Inc.
3.7","San Antonio, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1228,Data Analyst - Top Secret w/ SCI Eligibility,$37K-$68K (Glassdoor est.),"LMI
4.0","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services
1229,Epidemiology/Data Analyst,$37K-$68K (Glassdoor est.),"CAMRIS International
4.0","San Antonio, TX",201 to 500 employees,Company - Private,Federal Agencies,Government
1230,Epidemiology Data Analyst,$37K-$68K (Glassdoor est.),"General Dynamics Information Technology
3.5","Lackland AFB, TX",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
1231,Senior Data Analyst,$73K-$89K (Glassdoor est.),"Convene Technologies
3.3","San Antonio, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1232,Data Security Analyst,$73K-$89K (Glassdoor est.),Cyber Warrior Network,"San Antonio, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1233,Data Security Analyst,$73K-$89K (Glassdoor est.),"nana
2.6","San Antonio, TX",1001 to 5000 employees,Unknown,Social Assistance,Non-Profit
1234,Data Security Analyst,$73K-$89K (Glassdoor est.),"Akima Management Services
3.3","San Antonio, TX",5001 to 10000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
1235,Data Analyst/Engineers,$73K-$89K (Glassdoor est.),"Diverse Lynx
3.9","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1236,Senior Contract Data Analyst,$73K-$89K (Glassdoor est.),"Amyx, Iinc.","San Antonio, TX",-1,-1,-1,-1
1237,Epidemiology Data Analyst,$73K-$89K (Glassdoor est.),"Chenega Healthcare Services
3.8","San Antonio, TX",501 to 1000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1238,IT Data Science Analyst,$73K-$89K (Glassdoor est.),"Kforce
4.1","San Antonio, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1239,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",$73K-$89K (Glassdoor est.),"Cherokee Nation Businesses, LLC
3.2","San Antonio, TX",1001 to 5000 employees,Company - Private,Accounting,Accounting & Legal
1240,TECHNICAL DATA ANALYST,$73K-$89K (Glassdoor est.),"Spectrum Comm
3.8","Lackland AFB, TX",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
1241,Senior Contract Data Analyst,$73K-$89K (Glassdoor est.),"Amyx, Inc.
4.0","San Antonio, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1242,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",$73K-$89K (Glassdoor est.),Cherokee Federal,"San Antonio, TX",1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
1243,Senior Risk Analyst-Data,$73K-$89K (Glassdoor est.),"Peyton Resource Group
3.9","San Antonio, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1244,Functional Analyst (CECL Data),$73K-$89K (Glassdoor est.),"Softcom Systems
4.4","San Antonio, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1245,Data Analyst with Security Clearance,$73K-$89K (Glassdoor est.),"CDO Technologies Inc
3.3","San Antonio, TX",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology
1246,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",$73K-$89K (Glassdoor est.),Cherokee Federal,"Fort Sam Houston, TX",1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
1247,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",$73K-$89K (Glassdoor est.),"Strategic Staffing Solutions
3.1","San Antonio, TX",1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services
1248,"Sr. Risk Analyst (IT, IS and/or Data expertise)",$73K-$89K (Glassdoor est.),"Strategic Staffing Solutions
3.1","San Antonio, TX",1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services
1249,Navy Maintenance Data Systems Analyst,$76K-$122K (Glassdoor est.),"CACI International
3.6","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1250,Data Analyst,$76K-$122K (Glassdoor est.),"Midland Credit Management
3.3","San Diego, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
1251,Research Data Analyst,$76K-$122K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1252,Data Analyst II,$76K-$122K (Glassdoor est.),"HealthStream
3.0","San Diego, CA",501 to 1000 employees,Company - Public,Education Training Services,Education
1253,Data Analyst,$76K-$122K (Glassdoor est.),"Conflux Systems Inc.
4.5","San Diego, CA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1254,Data Analyst,$76K-$122K (Glassdoor est.),"22nd Century Technologies
3.7","San Diego, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1255,Division Data and Financial Analyst,$76K-$122K (Glassdoor est.),"University of California
4.2","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1256,Research Data Analyst,$76K-$122K (Glassdoor est.),"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
1257,Data Analyst 3,$76K-$122K (Glassdoor est.),"BD (Becton, Dickinson and Company)
4.0","San Diego, CA",Unknown,Company - Private,-1,-1
1258,Data Analyst,$76K-$122K (Glassdoor est.),"Client Solution Architects
3.4","San Diego, CA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
1259,Data Analyst,$76K-$122K (Glassdoor est.),"Cue
4.2","San Diego, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
1260,Junior Data Analyst,$76K-$122K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
1261,Data Analyst,$76K-$122K (Glassdoor est.),"Encore Capital Group
3.2","San Diego, CA",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance
1262,Data Analyst - VerityStream,$76K-$122K (Glassdoor est.),"HealthStream
3.0","San Diego, CA",501 to 1000 employees,Company - Public,Education Training Services,Education
1263,Data Analyst,$76K-$122K (Glassdoor est.),"ProMedia
4.4","San Diego, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
1264,Senior Data Analyst,$76K-$122K (Glassdoor est.),"Axos Bank
3.4","San Diego, CA",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
1265,Business Data Analyst (SQL / Tableau),$76K-$122K (Glassdoor est.),"Sayva Solutions
4.8","San Diego, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1266,Data & Business Intelligence Analyst,$76K-$122K (Glassdoor est.),"The Rock Church
5.0","San Diego, CA",1 to 50 employees,Nonprofit Organization,-1,-1
1267,Fleet Optimization Data Analyst (Solar + Storage),$76K-$122K (Glassdoor est.),"Stem
3.2","San Diego, CA",51 to 200 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities"
1268,Data Analyst,$76K-$122K (Glassdoor est.),"Tandem Diabetes
3.8","San Diego, CA",1001 to 5000 employees,Company - Public,Health Care Products Manufacturing,Manufacturing
1269,Data Steward/Configuration Analyst,$76K-$122K (Glassdoor est.),"Illumina
3.9","San Diego, CA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
1270,Administrative Assistant / Data Analyst Supporting the DEA #20-318,$76K-$122K (Glassdoor est.),"Forfeiture Support Associates
2.8","San Diego, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1271,Data Manager - Bioinformatics Analyst (Naval Health Center),$76K-$122K (Glassdoor est.),"General Dynamics
3.5","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1272,Data Analyst,$76K-$122K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
1273,Data Analyst III,$76K-$122K (Glassdoor est.),"Potomac Management
3.5","San Diego, CA",51 to 200 employees,Nonprofit Organization,-1,-1
1274,Data Analyst,$76K-$122K (Glassdoor est.),Operation Samahan Health Clinic,"National City, CA",-1,-1,-1,-1
1275,Data Privacy Analyst,$76K-$122K (Glassdoor est.),"Dexcom, Inc.
3.5","San Diego, CA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
1276,"Data Analyst 3 (San Diego or Atlanta, GA)",$76K-$122K (Glassdoor est.),"BD
3.6","San Diego, CA",10000+ employees,Company - Public,Health Care Products Manufacturing,Manufacturing
1277,"Research Scientist, Structural Biologist - CryoEM Data Analyst",$60K-$124K (Glassdoor est.),"Vertex Pharmaceuticals
3.3","San Diego, CA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
1278,Systems Analyst - Data Integration and ETL process,$60K-$124K (Glassdoor est.),"Kelly
3.4","San Diego, CA",5001 to 10000 employees,Company - Public,Staffing & Outsourcing,Business Services
1279,Senior Consulting Data Analyst,$60K-$124K (Glassdoor est.),"Kaiser Permanente
4.0","San Diego, CA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1280,Senior Data Analyst,$60K-$124K (Glassdoor est.),"Illumina
3.9","San Diego, CA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
1281,#105009 Research Data Analyst,$60K-$124K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1282,Automotive eCommerce Data Analyst - Remote,$60K-$124K (Glassdoor est.),"Web Shop Manager
4.2","San Diego, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1283,Sr. Data Analyst,$60K-$124K (Glassdoor est.),"Housecall Pro
4.6","San Diego, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
1284,Senior Technical Data Analyst,$60K-$124K (Glassdoor est.),"Intuit
4.4","San Diego, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1285,Data Governance Analyst,$60K-$124K (Glassdoor est.),The RiverStone Group,"San Diego, CA",1 to 50 employees,Unknown,-1,-1
1286,Division Data and Financial Analyst,$60K-$124K (Glassdoor est.),"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
1287,Data Analyst III (Healthcare Analytics),$60K-$124K (Glassdoor est.),"Interpreta
2.3","San Diego, CA",1 to 50 employees,Company - Private,-1,-1
1288,Senior Business Data Analyst,$60K-$124K (Glassdoor est.),"Intuit
4.4","San Diego, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1289,Data Analyst III (Healthcare Analytics),$60K-$124K (Glassdoor est.),"Centene Corporation
3.3","San Diego, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance
1290,Data Analyst - VerityStream,$60K-$124K (Glassdoor est.),"Verity, A HealthStream Company
4.1","San Diego, CA",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology
1291,Automotive eCommerce Data Analyst,$60K-$124K (Glassdoor est.),"Web Shop Manager
4.2","San Diego, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1292,Data Analyst IV,$60K-$124K (Glassdoor est.),"Potomac Management
3.5","San Diego, CA",51 to 200 employees,Nonprofit Organization,-1,-1
1293,Division Data and Financial Analyst,$60K-$124K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1294,Data Analyst Junior,$60K-$124K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
1295,SWRMC Assessments Junior Data Analyst,$60K-$124K (Glassdoor est.),"Amentum
3.2","San Diego, CA",10000+ employees,Company - Public,-1,-1
1296,Business Data Analyst III,$60K-$124K (Glassdoor est.),"Russell Tobin & Associates
3.5","San Diego, CA",51 to 200 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1297,C4I Data Analyst/Engineer,$60K-$124K (Glassdoor est.),"Perspecta
3.3","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1298,Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1299,Health Data Analyst IV,$60K-$124K (Glassdoor est.),"MedImpact
2.5","San Diego, CA",1001 to 5000 employees,Company - Private,Wholesale,Business Services
1300,Information Security and Data Privacy Analyst,$60K-$124K (Glassdoor est.),Gossamer Bio,"San Diego, CA",51 to 200 employees,Company - Public,-1,-1
1301,IT DATA ANALYST- Information Technology,$60K-$124K (Glassdoor est.),"Sycuan Casino
3.3","El Cajon, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation"
1302,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",$60K-$124K (Glassdoor est.),"California State University
4.1","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1303,Systems Analyst - Data Integration,$60K-$124K (Glassdoor est.),"Sunrise Systems, Inc.
3.7","San Diego, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology
1304,Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
1305,Data Analyst - EDSS,$60K-$124K (Glassdoor est.),"World Wide Technology
4.2","San Diego, CA",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology
1306,Sr. Data Governance Analyst,$60K-$124K (Glassdoor est.),"The Carrera Agency
4.9","San Diego, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1307,Data Manager - Bioinformatics Analyst (Naval Health Center),$60K-$124K (Glassdoor est.),"General Dynamics Information Technology
3.5","San Diego, CA",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
1308,#104252 Division Data and Financial Analyst,$34K-$61K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
1309,Systems Analyst - Data Integration and ETL process,$34K-$61K (Glassdoor est.),"Kelly IT
3.4","San Diego, CA",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
1310,Senior Financial Data Analyst,$34K-$61K (Glassdoor est.),"Vervent
3.5","San Diego, CA",501 to 1000 employees,Company - Private,Lending,Finance
1311,Sr. C4I Data Analyst/Engineer,$34K-$61K (Glassdoor est.),"Perspecta
3.3","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1312,Senior Tactical Data Link Systems Analyst,$34K-$61K (Glassdoor est.),"SBG Techology Solutions
3.7","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
1313,Data Analyst I,$24K-$48K (Glassdoor est.),"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
1314,Data Analyst II,$24K-$48K (Glassdoor est.),"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
1315,Data Conversion Analyst,$24K-$48K (Glassdoor est.),"Harris Computer
4.3","Allen, TX",5001 to 10000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology
1316,Data Analyst - Retail (Entry Level),$24K-$48K (Glassdoor est.),"Lidl
3.3","Arlington, TX",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail
1317,Data Analyst - Healthcare Fraud,$24K-$48K (Glassdoor est.),"Delmarva Foundation
3.1","Dallas, TX",501 to 1000 employees,Nonprofit Organization,Consulting,Business Services
1318,Data Analyst Intern,$24K-$48K (Glassdoor est.),"Pieces Technology, Inc.
4.9","Dallas, TX",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1319,Data Analyst BHJOB11946_,$24K-$48K (Glassdoor est.),"Addison Group
3.3","Dallas, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
1320,SQL Data Analyst,$24K-$48K (Glassdoor est.),"Mondo
3.9","Dallas, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1321,Data Science - Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1322,Game Data Analyst,$24K-$48K (Glassdoor est.),"PeopleFun
5.0","Richardson, TX",1 to 50 employees,Company - Private,Audiovisual,"Arts, Entertainment & Recreation"
1323,"Analyst, Data Intelligence",$24K-$48K (Glassdoor est.),"The Richards Group
3.7","Dallas, TX",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services
1324,HR Data Analyst II,$24K-$48K (Glassdoor est.),"Federal Reserve Bank
3.7","Dallas, TX",1001 to 5000 employees,Company - Private,Financial Analytics & Research,Finance
1325,Data Analyst,$24K-$48K (Glassdoor est.),"TekniSMart Solutions
3.8","Dallas, TX",1 to 50 employees,Contract,-1,-1
1326,Data Analyst,$24K-$48K (Glassdoor est.),"InfoVision, Inc.
4.4","Dallas, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1327,DATA ANALYST,$24K-$48K (Glassdoor est.),"Dallas County
3.1","Dallas, TX",201 to 500 employees,Government,Municipal Governments,Government
1328,Data Science – Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1329,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$24K-$48K (Glassdoor est.),"Atos
3.4","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
1330,Data Analyst,$24K-$48K (Glassdoor est.),Yeti Technologies,"Irving, TX",1 to 50 employees,Company - Public,IT Services,Information Technology
1331,Data Analyst (HR),$24K-$48K (Glassdoor est.),"Lidl
3.3","Arlington, TX",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail
1332,Data Analyst,$24K-$48K (Glassdoor est.),"Nokia
4.1","Dallas, TX",10000+ employees,Company - Public,Telecommunications Services,Telecommunications
1333,"Data Analyst (SQL, Tableau)",$24K-$48K (Glassdoor est.),"The Judge Group, Inc.
3.5","Richardson, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1334,DATA ANALYST TEAM — Data Analyst,$24K-$48K (Glassdoor est.),"Precision
3.3","Dallas, TX",1 to 50 employees,Company - Private,-1,-1
1335,Data Analyst,$24K-$48K (Glassdoor est.),"ZeniMax Media, Inc.
3.4","Dallas, TX",201 to 500 employees,Company - Private,Video Games,Media
1336,Data Analyst (Product Analytics),$24K-$48K (Glassdoor est.),"Match Group
2.8","Dallas, TX",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services
1337,Data Analyst,$24K-$48K (Glassdoor est.),"Hilltop Holdings
2.9","Irving, TX",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
1338,Performance Improvement Data Analyst,$24K-$48K (Glassdoor est.),"Texas Scottish Rite Hospital for Children
4.0","Dallas, TX",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1339,Junior Data Analyst,$24K-$48K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1340,Data Analyst,$24K-$48K (Glassdoor est.),"Human Coalition
2.9","Plano, TX",201 to 500 employees,Nonprofit Organization,-1,-1
1341,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,$24K-$48K (Glassdoor est.),"Capgemini
3.8","Dallas, TX",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
1342,Business Data Analyst,$30K-$53K (Glassdoor est.),"Diversant LLC
3.8","Dallas, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1343,"Analyst, Data & Design",$30K-$53K (Glassdoor est.),"Dallas ISD
3.3","Dallas, TX",10000+ employees,School / School District,Preschool & Child Care,Education
1344,Data Analyst,$30K-$53K (Glassdoor est.),StaffingSoft Inc.,"Irving, TX",-1,-1,-1,-1
1345,Data Quality Analyst,$30K-$53K (Glassdoor est.),"Signify Health
3.6","Dallas, TX",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1346,Data Analyst,$30K-$53K (Glassdoor est.),"Kforce
4.1","Dallas, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1347,Data Analyst,$30K-$53K (Glassdoor est.),"Financial Additions
4.6","Dallas, TX",1 to 50 employees,Company - Private,Investment Banking & Asset Management,Finance
1348,"Analyst I, Data & Design",$30K-$53K (Glassdoor est.),"Dallas Independent School District
3.3","Dallas, TX",10000+ employees,School / School District,Preschool & Child Care,Education
1349,Data Analyst,$30K-$53K (Glassdoor est.),"First American Financial Corporation
3.4","Irving, TX",10000+ employees,Company - Public,Insurance Carriers,Insurance
1350,Client Data Analyst,$30K-$53K (Glassdoor est.),"Signify Health
3.6","Dallas, TX",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1351,HR Data Analyst II,$30K-$53K (Glassdoor est.),"Federal Reserve Bank (FRB)
4.1","Dallas, TX",1001 to 5000 employees,Government,Federal Agencies,Government
1352,Data Analyst,$30K-$53K (Glassdoor est.),1,"Dallas, TX",-1,-1,-1,-1
1353,Healthcare Data Analyst,$30K-$53K (Glassdoor est.),"VITALWARE LLC
3.8","Dallas, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
1354,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$30K-$53K (Glassdoor est.),Atos Healthcare,"Irving, TX",-1,-1,-1,-1
1355,Data Analyst II,$30K-$53K (Glassdoor est.),"Kubota Tractor
3.6","Grapevine, TX",1001 to 5000 employees,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing
1356,Data Analyst,$30K-$53K (Glassdoor est.),"Trinity Industries
2.9","Dallas, TX",10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing
1357,Data Analyst,$30K-$53K (Glassdoor est.),"Randstad US
3.7","Plano, TX",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1358,System/Data Analyst,$30K-$53K (Glassdoor est.),"L&T Infotech
3.5","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
1359,HR Data Analyst II,$30K-$53K (Glassdoor est.),"Federal Reserve Bank of Richmond
3.6","Dallas, TX",1001 to 5000 employees,Nonprofit Organization,Banks & Credit Unions,Finance
1360,Data Analyst,$30K-$53K (Glassdoor est.),"Sphinix Solutions
1.0","Plano, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1361,Data Reporting Analyst,$30K-$53K (Glassdoor est.),"A-Line Staffing Solutions
4.1","Dallas, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
1362,Sr Data Integrity Analyst,$30K-$53K (Glassdoor est.),"Atmos Energy Corp.
3.8","Dallas, TX",1001 to 5000 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities"
